english 	braille
We forgot.	⠠⠺⠑⠀⠿⠛⠕⠞⠲
We saw it.	⠠⠺⠑⠀⠎⠁⠺⠀⠊⠞⠲
We saw it.	⠠⠺⠑⠀⠎⠁⠺⠀⠊⠞⠲
We talked.	⠠⠺⠑⠀⠞⠁⠇⠅⠫⠲
We waited.	⠠⠺⠑⠀⠺⠁⠊⠞⠫⠲
We'll see.	⠠⠺⠑⠄⠇⠇⠀⠎⠑⠑⠲
We'll see.	⠠⠺⠑⠄⠇⠇⠀⠎⠑⠑⠲
We'll try.	⠠⠺⠑⠄⠇⠇⠀⠞⠗⠽⠲
We've won!	⠠⠺⠑⠄⠧⠑⠀⠺⠕⠝⠖
What's up?	⠠⠱⠁⠞⠄⠎⠀⠥⠏⠦
Who cares?	⠠⠱⠕⠀⠉⠜⠑⠎⠦
Who is he?	⠠⠱⠕⠀⠊⠎⠀⠓⠑⠦
Who is it?	⠠⠱⠕⠀⠊⠎⠀⠊⠞⠦
Who knows?	⠠⠱⠕⠀⠅⠝⠪⠎⠦
Who stood?	⠠⠱⠕⠀⠌⠕⠕⠙⠦
Who'll go?	⠠⠱⠕⠄⠇⠇⠀⠛⠕⠦
Who's Tom?	⠠⠱⠕⠄⠎⠀⠠⠞⠕⠍⠦
Write Tom.	⠠⠺⠗⠊⠞⠑⠀⠠⠞⠕⠍⠲
You drive.	⠠⠽⠳⠀⠙⠗⠊⠧⠑⠲
You start.	⠠⠽⠳⠀⠌⠜⠞⠲
You tried.	⠠⠽⠳⠀⠞⠗⠊⠫⠲
You're OK.	⠠⠽⠳⠄⠗⠑⠀⠠⠠⠕⠅⠠⠄⠲
You're OK.	⠠⠽⠳⠄⠗⠑⠀⠠⠠⠕⠅⠠⠄⠲
Aim higher.	⠠⠁⠊⠍⠀⠓⠊⠣⠻⠲
Aim higher.	⠠⠁⠊⠍⠀⠓⠊⠣⠻⠲
All aboard!	⠠⠁⠇⠇⠀⠁⠃⠕⠜⠙⠖
Am I right?	⠠⠁⠍⠀⠠⠊⠀⠗⠊⠣⠞⠦
Am I wrong?	⠠⠁⠍⠀⠠⠊⠀⠺⠗⠕⠝⠛⠦
Am I wrong?	⠠⠁⠍⠀⠠⠊⠀⠺⠗⠕⠝⠛⠦
Answer Tom.	⠠⠁⠝⠎⠺⠻⠀⠠⠞⠕⠍⠲
Answer Tom.	⠠⠁⠝⠎⠺⠻⠀⠠⠞⠕⠍⠲
Answer Tom.	⠠⠁⠝⠎⠺⠻⠀⠠⠞⠕⠍⠲
Are you 18?	⠠⠜⠑⠀⠽⠳⠼⠀⠁⠓⠦
Are you 18?	⠠⠜⠑⠀⠽⠳⠼⠀⠁⠓⠦
Are you OK?	⠠⠜⠑⠀⠽⠳⠀⠠⠠⠕⠅⠠⠄⠦
Are you in?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠦
Are you in?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠦
Are you up?	⠠⠜⠑⠀⠽⠳⠀⠥⠏⠦
Ask anyone.	⠠⠁⠎⠅⠀⠁⠝⠽⠕⠝⠑⠲
Ask anyone.	⠠⠁⠎⠅⠀⠁⠝⠽⠕⠝⠑⠲
Ask anyone.	⠠⠁⠎⠅⠀⠁⠝⠽⠕⠝⠑⠲
Ask anyone.	⠠⠁⠎⠅⠀⠁⠝⠽⠕⠝⠑⠲
Ask around.	⠠⠁⠎⠅⠀⠜⠳⠝⠙⠲
Ask around.	⠠⠁⠎⠅⠀⠜⠳⠝⠙⠲
Be careful.	⠠⠃⠑⠀⠉⠜⠑⠋⠥⠇⠲
Be careful.	⠠⠃⠑⠀⠉⠜⠑⠋⠥⠇⠲
Be content.	⠠⠃⠑⠀⠉⠕⠝⠞⠑⠝⠞⠲
Be on time.	⠠⠃⠑⠀⠕⠝⠀⠞⠊⠍⠑⠲
Be on time.	⠠⠃⠑⠀⠕⠝⠀⠞⠊⠍⠑⠲
Be patient.	⠠⠃⠑⠀⠏⠁⠞⠊⠑⠝⠞⠲
Be serious.	⠠⠃⠑⠀⠎⠻⠊⠳⠎⠲
Birds sing.	⠠⠃⠊⠗⠙⠎⠀⠎⠊⠝⠛⠲
Birds sing.	⠠⠃⠊⠗⠙⠎⠀⠎⠊⠝⠛⠲
Bring food.	⠠⠃⠗⠊⠝⠛⠀⠋⠕⠕⠙⠲
Bring help.	⠠⠃⠗⠊⠝⠛⠀⠓⠑⠇⠏⠲
Bring wine.	⠠⠃⠗⠊⠝⠛⠀⠺⠊⠝⠑⠲
Can I come?	⠠⠉⠁⠝⠀⠠⠊⠀⠉⠕⠍⠑⠦
Can I come?	⠠⠉⠁⠝⠀⠠⠊⠀⠉⠕⠍⠑⠦
Can I come?	⠠⠉⠁⠝⠀⠠⠊⠀⠉⠕⠍⠑⠦
Can I help?	⠠⠉⠁⠝⠀⠠⠊⠀⠓⠑⠇⠏⠦
Can I stay?	⠠⠉⠁⠝⠀⠠⠊⠀⠌⠁⠽⠦
Carry this.	⠠⠉⠜⠗⠽⠀⠹⠊⠎⠲
Check that.	⠠⠡⠑⠉⠅⠀⠹⠁⠞⠲
Check this.	⠠⠡⠑⠉⠅⠀⠹⠊⠎⠲
Choose one.	⠠⠡⠕⠕⠎⠑⠀⠕⠝⠑⠲
Come again.	⠠⠉⠕⠍⠑⠀⠁⠛⠁⠊⠝⠲
Come alone.	⠠⠉⠕⠍⠑⠀⠁⠇⠕⠝⠑⠲
Come along.	⠠⠉⠕⠍⠑⠀⠁⠇⠕⠝⠛⠲
Come along.	⠠⠉⠕⠍⠑⠀⠁⠇⠕⠝⠛⠲
Come early.	⠠⠉⠕⠍⠑⠀⠑⠜⠇⠽⠲
Come early.	⠠⠉⠕⠍⠑⠀⠑⠜⠇⠽⠲
Come early.	⠠⠉⠕⠍⠑⠀⠑⠜⠇⠽⠲
Come early.	⠠⠉⠕⠍⠑⠀⠑⠜⠇⠽⠲
Come on in!	⠠⠉⠕⠍⠑⠀⠕⠝⠀⠊⠝⠖
Come on in!	⠠⠉⠕⠍⠑⠀⠕⠝⠀⠊⠝⠖
Come on in!	⠠⠉⠕⠍⠑⠀⠕⠝⠀⠊⠝⠖
Come on in.	⠠⠉⠕⠍⠑⠀⠕⠝⠀⠊⠝⠲
Come on in.	⠠⠉⠕⠍⠑⠀⠕⠝⠀⠊⠝⠲
Come quick!	⠠⠉⠕⠍⠑⠀⠟⠥⠊⠉⠅⠖
Come quick!	⠠⠉⠕⠍⠑⠀⠟⠥⠊⠉⠅⠖
Come to me.	⠠⠉⠕⠍⠑⠀⠞⠕⠀⠍⠑⠲
Come to me.	⠠⠉⠕⠍⠑⠀⠞⠕⠀⠍⠑⠲
Come to us.	⠠⠉⠕⠍⠑⠀⠞⠕⠀⠥⠎⠲
Come to us.	⠠⠉⠕⠍⠑⠀⠞⠕⠀⠥⠎⠲
Cut it out!	⠠⠉⠥⠞⠀⠊⠞⠀⠳⠞⠖
Did Tom go?	⠠⠙⠊⠙⠀⠠⠞⠕⠍⠀⠛⠕⠦
Do come in!	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠖
Do come in!	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠖
Do come in!	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠖
Do come in.	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠲
Do come in.	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠲
Do come in.	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠲
Do come in.	⠠⠙⠕⠀⠉⠕⠍⠑⠀⠊⠝⠲
Do men cry?	⠠⠙⠕⠀⠍⠑⠝⠀⠉⠗⠽⠦
Don't come.	⠠⠙⠕⠝⠄⠞⠀⠉⠕⠍⠑⠲
Don't jump!	⠠⠙⠕⠝⠄⠞⠀⠚⠥⠍⠏⠖
Don't look.	⠠⠙⠕⠝⠄⠞⠀⠇⠕⠕⠅⠲
Don't move!	⠠⠙⠕⠝⠄⠞⠀⠍⠕⠧⠑⠖
Don't move.	⠠⠙⠕⠝⠄⠞⠀⠍⠕⠧⠑⠲
Don't move.	⠠⠙⠕⠝⠄⠞⠀⠍⠕⠧⠑⠲
Don't move.	⠠⠙⠕⠝⠄⠞⠀⠍⠕⠧⠑⠲
Don't sing.	⠠⠙⠕⠝⠄⠞⠀⠎⠊⠝⠛⠲
Don't sing.	⠠⠙⠕⠝⠄⠞⠀⠎⠊⠝⠛⠲
Don't stop.	⠠⠙⠕⠝⠄⠞⠀⠌⠕⠏⠲
Don't talk!	⠠⠙⠕⠝⠄⠞⠀⠞⠁⠇⠅⠖
Don't talk.	⠠⠙⠕⠝⠄⠞⠀⠞⠁⠇⠅⠲
Don't wait.	⠠⠙⠕⠝⠄⠞⠀⠺⠁⠊⠞⠲
Don't wait.	⠠⠙⠕⠝⠄⠞⠀⠺⠁⠊⠞⠲
Don't wait.	⠠⠙⠕⠝⠄⠞⠀⠺⠁⠊⠞⠲
Don't yell.	⠠⠙⠕⠝⠄⠞⠀⠽⠑⠇⠇⠲
Eat slowly.	⠠⠑⠁⠞⠀⠎⠇⠪⠇⠽⠲
Eat slowly.	⠠⠑⠁⠞⠀⠎⠇⠪⠇⠽⠲
Fire burns.	⠠⠋⠊⠗⠑⠀⠃⠥⠗⠝⠎⠲
Follow Tom.	⠠⠋⠕⠇⠇⠪⠀⠠⠞⠕⠍⠲
Follow Tom.	⠠⠋⠕⠇⠇⠪⠀⠠⠞⠕⠍⠲
Follow Tom.	⠠⠋⠕⠇⠇⠪⠀⠠⠞⠕⠍⠲
Follow Tom.	⠠⠋⠕⠇⠇⠪⠀⠠⠞⠕⠍⠲
Follow him.	⠠⠋⠕⠇⠇⠪⠀⠓⠊⠍⠲
Follow him.	⠠⠋⠕⠇⠇⠪⠀⠓⠊⠍⠲
Forget Tom.	⠠⠿⠛⠑⠞⠀⠠⠞⠕⠍⠲
Forget Tom.	⠠⠿⠛⠑⠞⠀⠠⠞⠕⠍⠲
Forget Tom.	⠠⠿⠛⠑⠞⠀⠠⠞⠕⠍⠲
Forget him.	⠠⠿⠛⠑⠞⠀⠓⠊⠍⠲
Forgive us.	⠠⠿⠛⠊⠧⠑⠀⠥⠎⠲
Forgive us.	⠠⠿⠛⠊⠧⠑⠀⠥⠎⠲
Get a life.	⠠⠛⠑⠞⠀⠁⠀⠇⠊⠋⠑⠲
Get inside.	⠠⠛⠑⠞⠀⠊⠝⠎⠊⠙⠑⠲
Get to bed.	⠠⠛⠑⠞⠀⠞⠕⠀⠃⠫⠲
Give it up.	⠠⠛⠊⠧⠑⠀⠊⠞⠀⠥⠏⠲
Go on home.	⠠⠛⠕⠀⠕⠝⠀⠓⠕⠍⠑⠲
Go on home.	⠠⠛⠕⠀⠕⠝⠀⠓⠕⠍⠑⠲
Go see Tom.	⠠⠛⠕⠀⠎⠑⠑⠀⠠⠞⠕⠍⠲
Go to work.	⠠⠛⠕⠀⠞⠕⠀⠺⠕⠗⠅⠲
God exists.	⠠⠛⠕⠙⠀⠑⠭⠊⠌⠎⠲
Have faith.	⠠⠓⠁⠧⠑⠀⠋⠁⠊⠹⠲
Have faith.	⠠⠓⠁⠧⠑⠀⠋⠁⠊⠹⠲
Have faith.	⠠⠓⠁⠧⠑⠀⠋⠁⠊⠹⠲
Have faith.	⠠⠓⠁⠧⠑⠀⠋⠁⠊⠹⠲
He ate out.	⠠⠓⠑⠀⠁⠞⠑⠀⠳⠞⠲
He coughed.	⠠⠓⠑⠀⠉⠳⠣⠫⠲
He gave in.	⠠⠓⠑⠀⠛⠁⠧⠑⠀⠊⠝⠲
He gave up.	⠠⠓⠑⠀⠛⠁⠧⠑⠀⠥⠏⠲
He gave up.	⠠⠓⠑⠀⠛⠁⠧⠑⠀⠥⠏⠲
He gave up.	⠠⠓⠑⠀⠛⠁⠧⠑⠀⠥⠏⠲
He gave up.	⠠⠓⠑⠀⠛⠁⠧⠑⠀⠥⠏⠲
He hung up.	⠠⠓⠑⠀⠓⠥⠝⠛⠀⠥⠏⠲
He hung up.	⠠⠓⠑⠀⠓⠥⠝⠛⠀⠥⠏⠲
He is a DJ.	⠠⠓⠑⠀⠊⠎⠀⠁⠀⠠⠠⠙⠚⠠⠄⠲
He is here!	⠠⠓⠑⠀⠊⠎⠀⠓⠻⠑⠖
He is kind.	⠠⠓⠑⠀⠊⠎⠀⠅⠊⠝⠙⠲
He is kind.	⠠⠓⠑⠀⠊⠎⠀⠅⠊⠝⠙⠲
He is kind.	⠠⠓⠑⠀⠊⠎⠀⠅⠊⠝⠙⠲
He is mean.	⠠⠓⠑⠀⠊⠎⠀⠍⠑⠁⠝⠲
He is tall.	⠠⠓⠑⠀⠊⠎⠀⠞⠁⠇⠇⠲
He laughed.	⠠⠓⠑⠀⠇⠁⠥⠣⠫⠲
He made it.	⠠⠓⠑⠀⠍⠁⠙⠑⠀⠊⠞⠲
He made it.	⠠⠓⠑⠀⠍⠁⠙⠑⠀⠊⠞⠲
He made it.	⠠⠓⠑⠀⠍⠁⠙⠑⠀⠊⠞⠲
He's broke.	⠠⠓⠑⠄⠎⠀⠃⠗⠕⠅⠑⠲
He's broke.	⠠⠓⠑⠄⠎⠀⠃⠗⠕⠅⠑⠲
He's cruel.	⠠⠓⠑⠄⠎⠀⠉⠗⠥⠑⠇⠲
He's lying.	⠠⠓⠑⠄⠎⠀⠇⠽⠊⠝⠛⠲
He's lying.	⠠⠓⠑⠄⠎⠀⠇⠽⠊⠝⠛⠲
He's smart.	⠠⠓⠑⠄⠎⠀⠎⠍⠜⠞⠲
He's smart.	⠠⠓⠑⠄⠎⠀⠎⠍⠜⠞⠲
Here he is!	⠠⠓⠻⠑⠀⠓⠑⠀⠊⠎⠖
Here he is!	⠠⠓⠻⠑⠀⠓⠑⠀⠊⠎⠖
Here it is.	⠠⠓⠻⠑⠀⠊⠞⠀⠊⠎⠲
Here we go.	⠠⠓⠻⠑⠀⠺⠑⠀⠛⠕⠲
Hey, relax.	⠠⠓⠑⠽⠂⠀⠗⠑⠇⠁⠭⠲
Hold still.	⠠⠓⠕⠇⠙⠀⠌⠊⠇⠇⠲
Hold still.	⠠⠓⠕⠇⠙⠀⠌⠊⠇⠇⠲
How boring!	⠠⠓⠪⠀⠃⠕⠗⠊⠝⠛⠖
How is Tom?	⠠⠓⠪⠀⠊⠎⠀⠠⠞⠕⠍⠦
How lovely!	⠠⠓⠪⠀⠇⠕⠧⠑⠇⠽⠖
How lovely!	⠠⠓⠪⠀⠇⠕⠧⠑⠇⠽⠖
How lovely!	⠠⠓⠪⠀⠇⠕⠧⠑⠇⠽⠖
How tragic!	⠠⠓⠪⠀⠞⠗⠁⠛⠊⠉⠖
How's work?	⠠⠓⠪⠄⠎⠀⠺⠕⠗⠅⠦
How's work?	⠠⠓⠪⠄⠎⠀⠺⠕⠗⠅⠦
Hurry home.	⠠⠓⠥⠗⠗⠽⠀⠓⠕⠍⠑⠲
Hurry home.	⠠⠓⠥⠗⠗⠽⠀⠓⠕⠍⠑⠲
I admit it.	⠠⠊⠀⠁⠙⠍⠊⠞⠀⠊⠞⠲
I am a man.	⠠⠊⠀⠁⠍⠀⠁⠀⠍⠁⠝⠲
I am a man.	⠠⠊⠀⠁⠍⠀⠁⠀⠍⠁⠝⠲
I am bored.	⠠⠊⠀⠁⠍⠀⠃⠕⠗⠫⠲
I am happy.	⠠⠊⠀⠁⠍⠀⠓⠁⠏⠏⠽⠲
I am happy.	⠠⠊⠀⠁⠍⠀⠓⠁⠏⠏⠽⠲
I am happy.	⠠⠊⠀⠁⠍⠀⠓⠁⠏⠏⠽⠲
I am human.	⠠⠊⠀⠁⠍⠀⠓⠥⠍⠁⠝⠲
I am ready.	⠠⠊⠀⠁⠍⠀⠗⠑⠁⠙⠽⠲
I am tired.	⠠⠊⠀⠁⠍⠀⠞⠊⠗⠫⠲
I broke it.	⠠⠊⠀⠃⠗⠕⠅⠑⠀⠊⠞⠲
I can help.	⠠⠊⠀⠉⠁⠝⠀⠓⠑⠇⠏⠲
I can jump.	⠠⠊⠀⠉⠁⠝⠀⠚⠥⠍⠏⠲
I can read.	⠠⠊⠀⠉⠁⠝⠀⠗⠑⠁⠙⠲
I can sing.	⠠⠊⠀⠉⠁⠝⠀⠎⠊⠝⠛⠲
I can swim.	⠠⠊⠀⠉⠁⠝⠀⠎⠺⠊⠍⠲
I chuckled.	⠠⠊⠀⠡⠥⠉⠅⠇⠫⠲
I disagree.	⠠⠊⠀⠙⠊⠎⠁⠛⠗⠑⠑⠲
I doubt it.	⠠⠊⠀⠙⠳⠃⠞⠀⠊⠞⠲
I eat here.	⠠⠊⠀⠑⠁⠞⠀⠓⠻⠑⠲
I eat here.	⠠⠊⠀⠑⠁⠞⠀⠓⠻⠑⠲
I eat meat.	⠠⠊⠀⠑⠁⠞⠀⠍⠑⠁⠞⠲
I envy Tom.	⠠⠊⠀⠑⠝⠧⠽⠀⠠⠞⠕⠍⠲
I envy him.	⠠⠊⠀⠑⠝⠧⠽⠀⠓⠊⠍⠲
I feel bad.	⠠⠊⠀⠋⠑⠑⠇⠀⠃⠁⠙⠲
I feel old.	⠠⠊⠀⠋⠑⠑⠇⠀⠕⠇⠙⠲
I felt bad.	⠠⠊⠀⠋⠑⠇⠞⠀⠃⠁⠙⠲
I found it.	⠠⠊⠀⠋⠳⠝⠙⠀⠊⠞⠲
I got lost.	⠠⠊⠀⠛⠕⠞⠀⠇⠕⠌⠲
I got sick.	⠠⠊⠀⠛⠕⠞⠀⠎⠊⠉⠅⠲
I hate Tom.	⠠⠊⠀⠓⠁⠞⠑⠀⠠⠞⠕⠍⠲
I hate you.	⠠⠊⠀⠓⠁⠞⠑⠀⠽⠳⠲
I have one.	⠠⠊⠀⠓⠁⠧⠑⠀⠕⠝⠑⠲
I have one.	⠠⠊⠀⠓⠁⠧⠑⠀⠕⠝⠑⠲
I have won.	⠠⠊⠀⠓⠁⠧⠑⠀⠺⠕⠝⠲
I hear you.	⠠⠊⠀⠓⠑⠜⠀⠽⠳⠲
I help him.	⠠⠊⠀⠓⠑⠇⠏⠀⠓⠊⠍⠲
I knew Tom.	⠠⠊⠀⠅⠝⠑⠺⠀⠠⠞⠕⠍⠲
I know Tom.	⠠⠊⠀⠅⠝⠪⠀⠠⠞⠕⠍⠲
I know her.	⠠⠊⠀⠅⠝⠪⠀⠓⠻⠲
I know him.	⠠⠊⠀⠅⠝⠪⠀⠓⠊⠍⠲
I know now.	⠠⠊⠀⠅⠝⠪⠀⠝⠪⠲
I like Tom.	⠠⠊⠀⠇⠊⠅⠑⠀⠠⠞⠕⠍⠲
I like art.	⠠⠊⠀⠇⠊⠅⠑⠀⠜⠞⠲
I like him.	⠠⠊⠀⠇⠊⠅⠑⠀⠓⠊⠍⠲
I like him.	⠠⠊⠀⠇⠊⠅⠑⠀⠓⠊⠍⠲
I like tea.	⠠⠊⠀⠇⠊⠅⠑⠀⠞⠑⠁⠲
I like you.	⠠⠊⠀⠇⠊⠅⠑⠀⠽⠳⠲
I liked it.	⠠⠊⠀⠇⠊⠅⠫⠀⠊⠞⠲
I love Tom.	⠠⠊⠀⠇⠕⠧⠑⠀⠠⠞⠕⠍⠲
I love him.	⠠⠊⠀⠇⠕⠧⠑⠀⠓⠊⠍⠲
I love him.	⠠⠊⠀⠇⠕⠧⠑⠀⠓⠊⠍⠲
I love you.	⠠⠊⠀⠇⠕⠧⠑⠀⠽⠳⠲
I love you.	⠠⠊⠀⠇⠕⠧⠑⠀⠽⠳⠲
I love you.	⠠⠊⠀⠇⠕⠧⠑⠀⠽⠳⠲
I love you.	⠠⠊⠀⠇⠕⠧⠑⠀⠽⠳⠲
I loved it.	⠠⠊⠀⠇⠕⠧⠫⠀⠊⠞⠲
I miss Tom.	⠠⠊⠀⠍⠊⠎⠎⠀⠠⠞⠕⠍⠲
I miss him.	⠠⠊⠀⠍⠊⠎⠎⠀⠓⠊⠍⠲
I miss him.	⠠⠊⠀⠍⠊⠎⠎⠀⠓⠊⠍⠲
I miss you.	⠠⠊⠀⠍⠊⠎⠎⠀⠽⠳⠲
I must run.	⠠⠊⠀⠍⠥⠌⠀⠗⠥⠝⠲
I need Tom.	⠠⠊⠀⠝⠑⠫⠀⠠⠞⠕⠍⠲
I need ice.	⠠⠊⠀⠝⠑⠫⠀⠊⠉⠑⠲
I promised.	⠠⠊⠀⠏⠗⠕⠍⠊⠎⠫⠲
I ran home.	⠠⠊⠀⠗⠁⠝⠀⠓⠕⠍⠑⠲
I ran home.	⠠⠊⠀⠗⠁⠝⠀⠓⠕⠍⠑⠲
I remember.	⠠⠊⠀⠗⠑⠍⠑⠍⠃⠻⠲
I remember.	⠠⠊⠀⠗⠑⠍⠑⠍⠃⠻⠲
I remember.	⠠⠊⠀⠗⠑⠍⠑⠍⠃⠻⠲
I resigned.	⠠⠊⠀⠗⠑⠎⠊⠛⠝⠫⠲
I said yes.	⠠⠊⠀⠎⠁⠊⠙⠀⠽⠑⠎⠲
I said yes.	⠠⠊⠀⠎⠁⠊⠙⠀⠽⠑⠎⠲
I sat down.	⠠⠊⠀⠎⠁⠞⠀⠙⠪⠝⠲
I sat down.	⠠⠊⠀⠎⠁⠞⠀⠙⠪⠝⠲
I saw that.	⠠⠊⠀⠎⠁⠺⠀⠹⠁⠞⠲
I saw that.	⠠⠊⠀⠎⠁⠺⠀⠹⠁⠞⠲
I saw that.	⠠⠊⠀⠎⠁⠺⠀⠹⠁⠞⠲
I screamed.	⠠⠊⠀⠎⠉⠗⠑⠁⠍⠫⠲
I screamed.	⠠⠊⠀⠎⠉⠗⠑⠁⠍⠫⠲
I see them.	⠠⠊⠀⠎⠑⠑⠀⠮⠍⠲
I see them.	⠠⠊⠀⠎⠑⠑⠀⠮⠍⠲
I shot Tom.	⠠⠊⠀⠩⠕⠞⠀⠠⠞⠕⠍⠲
I survived.	⠠⠊⠀⠎⠥⠗⠧⠊⠧⠫⠲
I think so.	⠠⠊⠀⠹⠊⠝⠅⠀⠎⠕⠲
I think so.	⠠⠊⠀⠹⠊⠝⠅⠀⠎⠕⠲
I threw up.	⠠⠊⠀⠹⠗⠑⠺⠀⠥⠏⠲
I told Tom.	⠠⠊⠀⠞⠕⠇⠙⠀⠠⠞⠕⠍⠲
I told Tom.	⠠⠊⠀⠞⠕⠇⠙⠀⠠⠞⠕⠍⠲
I use this.	⠠⠊⠀⠥⠎⠑⠀⠹⠊⠎⠲
I use this.	⠠⠊⠀⠥⠎⠑⠀⠹⠊⠎⠲
I want Tom.	⠠⠊⠀⠺⠁⠝⠞⠀⠠⠞⠕⠍⠲
I want one!	⠠⠊⠀⠺⠁⠝⠞⠀⠕⠝⠑⠖
I want one!	⠠⠊⠀⠺⠁⠝⠞⠀⠕⠝⠑⠖
I want one.	⠠⠊⠀⠺⠁⠝⠞⠀⠕⠝⠑⠲
I want one.	⠠⠊⠀⠺⠁⠝⠞⠀⠕⠝⠑⠲
I was late.	⠠⠊⠀⠺⠁⠎⠀⠇⠁⠞⠑⠲
I was sick.	⠠⠊⠀⠺⠁⠎⠀⠎⠊⠉⠅⠲
I won't go.	⠠⠊⠀⠺⠕⠝⠄⠞⠀⠛⠕⠲
I work out.	⠠⠊⠀⠺⠕⠗⠅⠀⠳⠞⠲
I wrote it.	⠠⠊⠀⠺⠗⠕⠞⠑⠀⠊⠞⠲
I'd buy it.	⠠⠊⠄⠙⠀⠃⠥⠽⠀⠊⠞⠲
I'll be OK.	⠠⠊⠄⠇⠇⠀⠃⠑⠀⠠⠠⠕⠅⠠⠄⠲
I'll do it.	⠠⠊⠄⠇⠇⠀⠙⠕⠀⠊⠞⠲
I'll do it.	⠠⠊⠄⠇⠇⠀⠙⠕⠀⠊⠞⠲
I'll go in.	⠠⠊⠄⠇⠇⠀⠛⠕⠀⠊⠝⠲
I'll go in.	⠠⠊⠄⠇⠇⠀⠛⠕⠀⠊⠝⠲
I'm French.	⠠⠊⠄⠍⠀⠠⠋⠗⠑⠝⠡⠲
I'm a hero.	⠠⠊⠄⠍⠀⠁⠀⠓⠻⠕⠲
I'm a liar.	⠠⠊⠄⠍⠀⠁⠀⠇⠊⠜⠲
I'm a twin.	⠠⠊⠄⠍⠀⠁⠀⠞⠺⠊⠝⠲
I'm better.	⠠⠊⠄⠍⠀⠃⠑⠞⠞⠻⠲
I'm bushed.	⠠⠊⠄⠍⠀⠃⠥⠩⠫⠲
I'm buying.	⠠⠊⠄⠍⠀⠃⠥⠽⠊⠝⠛⠲
I'm clumsy.	⠠⠊⠄⠍⠀⠉⠇⠥⠍⠎⠽⠲
I'm coming.	⠠⠊⠄⠍⠀⠉⠕⠍⠊⠝⠛⠲
I'm eating.	⠠⠊⠄⠍⠀⠑⠁⠞⠊⠝⠛⠲
I'm faster.	⠠⠊⠄⠍⠀⠋⠁⠌⠻⠲
I'm greedy.	⠠⠊⠄⠍⠀⠛⠗⠑⠫⠽⠲
I'm hiding.	⠠⠊⠄⠍⠀⠓⠊⠙⠊⠝⠛⠲
I'm hungry!	⠠⠊⠄⠍⠀⠓⠥⠝⠛⠗⠽⠖
I'm hungry!	⠠⠊⠄⠍⠀⠓⠥⠝⠛⠗⠽⠖
I'm hungry.	⠠⠊⠄⠍⠀⠓⠥⠝⠛⠗⠽⠲
I'm immune.	⠠⠊⠄⠍⠀⠊⠍⠍⠥⠝⠑⠲
I'm moving.	⠠⠊⠄⠍⠀⠍⠕⠧⠊⠝⠛⠲
I'm moving.	⠠⠊⠄⠍⠀⠍⠕⠧⠊⠝⠛⠲
I'm normal.	⠠⠊⠄⠍⠀⠝⠕⠗⠍⠁⠇⠲
I'm scared.	⠠⠊⠄⠍⠀⠎⠉⠜⠫⠲
I'm single.	⠠⠊⠄⠍⠀⠎⠊⠝⠛⠇⠑⠲
I'm single.	⠠⠊⠄⠍⠀⠎⠊⠝⠛⠇⠑⠲
I'm single.	⠠⠊⠄⠍⠀⠎⠊⠝⠛⠇⠑⠲
I'm skinny.	⠠⠊⠄⠍⠀⠎⠅⠊⠝⠝⠽⠲
I'm sleepy!	⠠⠊⠄⠍⠀⠎⠇⠑⠑⠏⠽⠖
I'm sleepy!	⠠⠊⠄⠍⠀⠎⠇⠑⠑⠏⠽⠖
I'm sleepy.	⠠⠊⠄⠍⠀⠎⠇⠑⠑⠏⠽⠲
I'm so fat.	⠠⠊⠄⠍⠀⠎⠕⠀⠋⠁⠞⠲
I'm so fat.	⠠⠊⠄⠍⠀⠎⠕⠀⠋⠁⠞⠲
I'm trying.	⠠⠊⠄⠍⠀⠞⠗⠽⠊⠝⠛⠲
I'm trying.	⠠⠊⠄⠍⠀⠞⠗⠽⠊⠝⠛⠲
I'm twelve.	⠠⠊⠄⠍⠀⠞⠺⠑⠇⠧⠑⠲
I'm twelve.	⠠⠊⠄⠍⠀⠞⠺⠑⠇⠧⠑⠲
I've eaten.	⠠⠊⠄⠧⠑⠀⠑⠁⠞⠑⠝⠲
Ignore Tom.	⠠⠊⠛⠝⠕⠗⠑⠀⠠⠞⠕⠍⠲
Ignore him.	⠠⠊⠛⠝⠕⠗⠑⠀⠓⠊⠍⠲
Is Tom big?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠃⠊⠛⠦
Is Tom fat?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠋⠁⠞⠦
Is Tom fun?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠋⠥⠝⠦
Is Tom hot?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠓⠕⠞⠦
Is Tom ill?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠊⠇⠇⠦
Is Tom mad?	⠠⠊⠎⠀⠠⠞⠕⠍⠀⠍⠁⠙⠦
